"sigla";"razao_social";"cnpj";"tipo_de_ativo";"ano";"setor_de_atividade";"total_pp";"on_pp";"pn_pp";"aberta_fechada";"acordo_de_acionistas_em_vigor";"indicado_para_conselho_de_administracao";"indicado_para_conselho_fiscal"
"AMATA";"AMATA S.A.";"07.909.776/0001-78";"PARTICIPAÇÃO ACIONÁRIA";2011;"PAPEL E CELULOSE";"9,98";"9,98";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"AMATA";"AMATA S.A.";"07.909.776/0001-78";"PARTICIPAÇÃO ACIONÁRIA";2010;"PAPEL E CELULOSE";"7,94";"7,94";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"AMATA URBEM";"AMATA NA CIDADE S.A.";"32.185.496/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2022;"PAPEL E CELULOSE";"24,68";"24,68";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"AMATA URBEM";"AMATA NA CIDADE S.A.";"32.185.496/0001-01";"PARTICIPAÇÃO ACIONÁRIA";2021;"PAPEL E CELULOSE";"14,86";"14,86";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"AMBEV";"COMPANHIA DE BEBIDAS DAS AMÉRICAS - AMBEV";"02.808.708/0001-07";"PARTICIPAÇÃO ACIONÁRIA";2012;"ALIMENTOS/BEBIDAS";"0,05";"0,0";"0,12";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMBEV";"COMPANHIA DE BEBIDAS DAS AMÉRICAS - AMBEV";"02.808.708/0001-07";"PARTICIPAÇÃO ACIONÁRIA";2011;"ALIMENTOS/BEBIDAS";"0,12";"0,0";"0,27";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMBEV";"COMPANHIA DE BEBIDAS DAS AMÉRICAS - AMBEV";"02.808.708/0001-07";"PARTICIPAÇÃO ACIONÁRIA";2010;"ALIMENTOS/BEBIDAS";"0,12";"0,0";"0,28";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMBEV";"COMPANHIA DE BEBIDAS DAS AMÉRICAS - AMBEV";"02.808.708/0001-07";"PARTICIPAÇÃO ACIONÁRIA";2009;"ALIMENTOS/BEBIDAS";"0,12";"0,0";"0,28";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMBEV";"COMPANHIA DE BEBIDAS DAS AMÉRICAS - AMBEV";"02.808.708/0001-07";"PARTICIPAÇÃO ACIONÁRIA";2007;"ALIMENTOS/BEBIDAS";"0,01";"0,02";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMBEV";"COMPANHIA DE BEBIDAS DAS AMÉRICAS - AMBEV";"02.808.708/0001-07";"PARTICIPAÇÃO ACIONÁRIA";2006;"ALIMENTOS/BEBIDAS";"0,04";"0,07";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMERICANAS";"LOJAS AMERICANAS S.A.";"33.014.556/0001-96";"PARTICIPAÇÃO ACIONÁRIA";2016;"VAREJO";"0,79";"0,0";"1,26";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMERICANAS";"LOJAS AMERICANAS S.A.";"33.014.556/0001-96";"PARTICIPAÇÃO ACIONÁRIA";2012;"VAREJO";"0,33";"0,0";"0,52";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMERICANAS";"LOJAS AMERICANAS S.A.";"33.014.556/0001-96";"PARTICIPAÇÃO ACIONÁRIA";2011;"VAREJO";"0,24";"0,0";"0,38";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMERICANAS";"LOJAS AMERICANAS S.A.";"33.014.556/0001-96";"PARTICIPAÇÃO ACIONÁRIA";2010;"VAREJO";"0,06";"0,0";"0,09";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMERICANAS";"LOJAS AMERICANAS S.A.";"33.014.556/0001-96";"PARTICIPAÇÃO ACIONÁRIA";2009;"VAREJO";"0,06";"0,0";"0,09";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMERICEL";"AMERICEL S.A.";"01.685.903/0001-16";"PARTICIPAÇÃO ACIONÁRIA";2011;"TELECOMUNICAÇÕES";"0,62";"0,0";"42,79";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMERICEL";"AMERICEL S.A.";"01.685.903/0001-16";"PARTICIPAÇÃO ACIONÁRIA";2010;"TELECOMUNICAÇÕES";"0,62";"0,0";"42,79";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMERICEL";"AMERICEL S.A.";"01.685.903/0001-16";"PARTICIPAÇÃO ACIONÁRIA";2009;"TELECOMUNICAÇÕES";"0,62";"0,0";"42,79";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMERICEL";"AMERICEL S.A.";"01.685.903/0001-16";"PARTICIPAÇÃO ACIONÁRIA";2008;"TELECOMUNICAÇÕES";"0,62";"0,0";"42,79";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMERICEL";"AMERICEL S.A.";"01.685.903/0001-16";"PARTICIPAÇÃO ACIONÁRIA";2007;"TELECOMUNICAÇÕES";"0,62";"0,0";"42,79";"ABERTA";"NÃO";"NÃO";"NÃO"
"AMERICEL";"AMERICEL S.A.";"01.685.903/0001-16";"PARTICIPAÇÃO ACIONÁRIA";2006;"TELECOMUNICAÇÕES";"0,62";"0,0";"42,79";"ABERTA";"NÃO";"NÃO";"NÃO"
"ARACRUZ";"ARACRUZ CELULOSE S.A.";"42.157.511/0001-61";"PARTICIPAÇÃO ACIONÁRIA";2008;"PAPEL E CELULOSE";"5,51";"12,49";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"ARACRUZ";"ARACRUZ CELULOSE S.A.";"42.157.511/0001-61";"PARTICIPAÇÃO ACIONÁRIA";2007;"PAPEL E CELULOSE";"5,51";"12,49";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"ARACRUZ";"ARACRUZ CELULOSE S.A.";"42.157.511/0001-61";"PARTICIPAÇÃO ACIONÁRIA";2006;"PAPEL E CELULOSE";"9,38";"12,49";"6,93";"ABERTA";"SIM";"SIM";"NÃO"
"ARCELORMITTAL";"ARCELORMITTAL INOX BRASIL S.A.";"33.390.170/0001-89";"PARTICIPAÇÃO ACIONÁRIA";2007;"SIDERURGIA/METALURGIA";"17,1";"0,0";"25,65";"ABERTA";"NÃO";"NÃO";"NÃO"
"ARCELORMITTAL";"ARCELORMITTAL INOX BRASIL S.A.";"33.390.170/0001-89";"PARTICIPAÇÃO ACIONÁRIA";2006;"SIDERURGIA/METALURGIA";"17,05";"0,0";"25,6";"ABERTA";"NÃO";"NÃO";"NÃO"
"AUTEL";"AUTEL S.A. TELECOMUNICAÇÕES";"47.709.365/0001-53";"PARTICIPAÇÃO ACIONÁRIA";2013;"TI - TECNOLOGIA DA INFORMAÇÃO";"21,86";"0,0";"46,96";"FECHADA";"SIM";"NÃO";"NÃO"
"AUTEL";"AUTEL S.A. TELECOMUNICAÇÕES";"47.709.365/0001-53";"PARTICIPAÇÃO ACIONÁRIA";2012;"TI - TECNOLOGIA DA INFORMAÇÃO";"21,86";"0,0";"46,96";"FECHADA";"SIM";"NÃO";"NÃO"
"AUTEL";"AUTEL S.A. TELECOMUNICAÇÕES";"47.709.365/0001-53";"PARTICIPAÇÃO ACIONÁRIA";2011;"TI - TECNOLOGIA DA INFORMAÇÃO";"21,86";"0,0";"46,96";"FECHADA";"SIM";"NÃO";"NÃO"
"AUTEL";"AUTEL S.A. TELECOMUNICAÇÕES";"47.709.365/0001-53";"PARTICIPAÇÃO ACIONÁRIA";2010;"TI - TECNOLOGIA DA INFORMAÇÃO";"21,61";"0,0";"46,43";"FECHADA";"SIM";"NÃO";"NÃO"
"AUTEL";"AUTEL S.A. TELECOMUNICAÇÕES";"47.709.365/0001-53";"PARTICIPAÇÃO ACIONÁRIA";2009;"TI - TECNOLOGIA DA INFORMAÇÃO";"21,61";"0,0";"46,43";"FECHADA";"SIM";"NÃO";"NÃO"
"AUTEL";"AUTEL S.A. TELECOMUNICAÇÕES";"47.709.365/0001-53";"PARTICIPAÇÃO ACIONÁRIA";2008;"TI - TECNOLOGIA DA INFORMAÇÃO";"21,61";"0,0";"46,43";"FECHADA";"SIM";"NÃO";"NÃO"
"AUTEL";"AUTEL S.A. TELECOMUNICAÇÕES";"47.709.365/0001-53";"PARTICIPAÇÃO ACIONÁRIA";2007;"TI - TECNOLOGIA DA INFORMAÇÃO";"21,61";"0,0";"46,43";"FECHADA";"SIM";"NÃO";"NÃO"
"AUTEL";"AUTEL S.A. TELECOMUNICAÇÕES";"47.709.365/0001-53";"PARTICIPAÇÃO ACIONÁRIA";2006;"TI - TECNOLOGIA DA INFORMAÇÃO";"23,43";"0,0";"55,71";"FECHADA";"SIM";"NÃO";"NÃO"
"BANCO DO BRASIL";"BANCO DO BRASIL S.A.";"00.000.000/0001-91";"PARTICIPAÇÃO ACIONÁRIA";2013;"BANCOS/SERVIÇOS FINANCEIROS";"0,19";"0,19";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BANCO DO BRASIL";"BANCO DO BRASIL S.A.";"00.000.000/0001-91";"PARTICIPAÇÃO ACIONÁRIA";2012;"BANCOS/SERVIÇOS FINANCEIROS";"0,19";"0,19";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BANCO DO BRASIL";"BANCO DO BRASIL S.A.";"00.000.000/0001-91";"PARTICIPAÇÃO ACIONÁRIA";2011;"BANCOS/SERVIÇOS FINANCEIROS";"0,13";"0,13";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BANCO DO BRASIL";"BANCO DO BRASIL S.A.";"00.000.000/0001-91";"PARTICIPAÇÃO ACIONÁRIA";2010;"BANCOS/SERVIÇOS FINANCEIROS";"0,01";"0,01";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BANCO DO BRASIL";"BANCO DO BRASIL S.A.";"00.000.000/0001-91";"PARTICIPAÇÃO ACIONÁRIA";2009;"BANCOS/SERVIÇOS FINANCEIROS";"2,43";"2,43";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BANCO DO BRASIL";"BANCO DO BRASIL S.A.";"00.000.000/0001-91";"PARTICIPAÇÃO ACIONÁRIA";2008;"BANCOS/SERVIÇOS FINANCEIROS";"2,52";"2,52";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BANCO DO BRASIL";"BANCO DO BRASIL S.A.";"00.000.000/0001-91";"PARTICIPAÇÃO ACIONÁRIA";2007;"BANCOS/SERVIÇOS FINANCEIROS";"3,04";"3,04";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BANCO DO BRASIL";"BANCO DO BRASIL S.A.";"00.000.000/0001-91";"PARTICIPAÇÃO ACIONÁRIA";2006;"BANCOS/SERVIÇOS FINANCEIROS";"5,04";"5,04";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BCPAR";"BCPAR S.A.";"15.674.829/0001-47";"-";2018;"OUTROS SETORES";"";"";"";"FECHADA";"NÃO";"SIM";"NÃO"
"BCPAR";"BCPAR S.A.";"15.674.829/0001-47";"PARTICIPAÇÃO ACIONÁRIA";2017;"OUTROS SETORES";"10,96";"0,0";"57,14";"FECHADA";"SIM";"SIM";"NÃO"
"BCPAR";"BCPAR S.A.";"15.674.829/0001-47";"PARTICIPAÇÃO ACIONÁRIA";2016;"OUTROS SETORES";"10,96";"0,0";"57,14";"FECHADA";"SIM";"SIM";"NÃO"
"BCPAR";"BCPAR S.A.";"15.674.829/0001-47";"PARTICIPAÇÃO ACIONÁRIA";2015;"OUTROS SETORES";"10,96";"0,0";"57,14";"FECHADA";"SIM";"SIM";"NÃO"
"BCPAR";"BCPAR S.A.";"15.674.829/0001-47";"PARTICIPAÇÃO ACIONÁRIA";2014;"OUTROS SETORES";"10,96";"0,0";"57,14";"FECHADA";"SIM";"SIM";"NÃO"
"BCPAR";"BCPAR S.A.";"15.674.829/0001-47";"PARTICIPAÇÃO ACIONÁRIA";2013;"OUTROS SETORES";"10,96";"0,0";"57,14";"FECHADA";"SIM";"SIM";"NÃO"
"BEMATECH";"BEMATECH S.A.";"82.373.077/0001-71";"PARTICIPAÇÃO ACIONÁRIA";2013;"TI - TECNOLOGIA DA INFORMAÇÃO";"3,48";"3,48";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BEMATECH";"BEMATECH S.A.";"82.373.077/0001-71";"PARTICIPAÇÃO ACIONÁRIA";2012;"TI - TECNOLOGIA DA INFORMAÇÃO";"8,64";"8,64";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BEMATECH";"BEMATECH S.A.";"82.373.077/0001-71";"PARTICIPAÇÃO ACIONÁRIA";2011;"TI - TECNOLOGIA DA INFORMAÇÃO";"8,64";"8,64";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BEMATECH";"BEMATECH S.A.";"82.373.077/0001-71";"PARTICIPAÇÃO ACIONÁRIA";2010;"TI - TECNOLOGIA DA INFORMAÇÃO";"8,64";"8,64";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BEMATECH";"BEMATECH S.A.";"82.373.077/0001-71";"PARTICIPAÇÃO ACIONÁRIA";2009;"TI - TECNOLOGIA DA INFORMAÇÃO";"8,21";"8,21";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BEMATECH";"BEMATECH S.A.";"82.373.077/0001-71";"PARTICIPAÇÃO ACIONÁRIA";2008;"TI - TECNOLOGIA DA INFORMAÇÃO";"8,21";"8,21";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BEMATECH";"BEMATECH S.A.";"82.373.077/0001-71";"PARTICIPAÇÃO ACIONÁRIA";2007;"TI - TECNOLOGIA DA INFORMAÇÃO";"8,21";"8,21";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BERTIN";"BERTIN S.A.";"09.112.489/0001-68";"-";2009;"ALIMENTOS/BEBIDAS";"";"";"";"FECHADA";"NÃO";"NÃO";"SIM"
"BERTIN";"BERTIN S.A.";"09.112.489/0001-68";"PARTICIPAÇÃO ACIONÁRIA";2008;"ALIMENTOS/BEBIDAS";"26,92";"26,92";"0,0";"FECHADA";"SIM";"NÃO";"SIM"
"BIO FILL";"BIO FILL PRODUTOS BIOTECNOLÓGICOS S.A.";"78.126.554/0001-27";"PARTICIPAÇÃO ACIONÁRIA";2013;"SAÚDE";"25,0";"25,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BIO FILL";"BIO FILL PRODUTOS BIOTECNOLÓGICOS S.A.";"78.126.554/0001-27";"PARTICIPAÇÃO ACIONÁRIA";2012;"SAÚDE";"25,0";"25,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BIO FILL";"BIO FILL PRODUTOS BIOTECNOLÓGICOS S.A.";"78.126.554/0001-27";"PARTICIPAÇÃO ACIONÁRIA";2011;"SAÚDE";"25,0";"25,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BIO FILL";"BIO FILL PRODUTOS BIOTECNOLÓGICOS S.A.";"78.126.554/0001-27";"PARTICIPAÇÃO ACIONÁRIA";2010;"SAÚDE";"25,0";"25,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BIO FILL";"BIO FILL PRODUTOS BIOTECNOLÓGICOS S.A.";"78.126.554/0001-27";"PARTICIPAÇÃO ACIONÁRIA";2009;"SAÚDE";"25,0";"25,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BIO FILL";"BIO FILL PRODUTOS BIOTECNOLÓGICOS S.A.";"78.126.554/0001-27";"PARTICIPAÇÃO ACIONÁRIA";2008;"SAÚDE";"25,0";"25,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BIO FILL";"BIO FILL PRODUTOS BIOTECNOLÓGICOS S.A.";"78.126.554/0001-27";"PARTICIPAÇÃO ACIONÁRIA";2007;"SAÚDE";"25,0";"25,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BIO FILL";"BIO FILL PRODUTOS BIOTECNOLÓGICOS S.A.";"78.126.554/0001-27";"PARTICIPAÇÃO ACIONÁRIA";2006;"SAÚDE";"25,0";"25,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2022;"SAÚDE";"8,62";"8,62";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2021;"SAÚDE";"9,35";"9,35";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2020;"SAÚDE";"8,63";"8,63";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2019;"SAÚDE";"9,62";"9,62";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2018;"SAÚDE";"12,23";"12,23";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2017;"SAÚDE";"12,21";"12,21";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2016;"QUÍMICA/PETROQUÍMICA";"13,99";"13,99";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2015;"QUÍMICA/PETROQUÍMICA";"13,99";"13,99";"0,0";"ABERTA";"SIM";"NÃO";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2014;"QUÍMICA/PETROQUÍMICA";"13,99";"13,99";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2013;"QUÍMICA/PETROQUÍMICA";"13,88";"13,88";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2012;"QUÍMICA/PETROQUÍMICA";"14,36";"0,0";"25,42";"ABERTA";"SIM";"NÃO";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2011;"QUÍMICA/PETROQUÍMICA";"14,36";"0,0";"25,42";"ABERTA";"SIM";"NÃO";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2010;"QUÍMICA/PETROQUÍMICA";"14,36";"0,0";"25,42";"ABERTA";"SIM";"NÃO";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2009;"QUÍMICA/PETROQUÍMICA";"14,36";"0,0";"25,41";"ABERTA";"SIM";"NÃO";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2008;"QUÍMICA/PETROQUÍMICA";"15,78";"0,0";"27,47";"ABERTA";"SIM";"NÃO";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2007;"QUÍMICA/PETROQUÍMICA";"15,78";"0,0";"27,47";"ABERTA";"SIM";"NÃO";"NÃO"
"BIOMM";"BIOMM S.A.";"04.752.991/0001-10";"PARTICIPAÇÃO ACIONÁRIA";2006;"QUÍMICA/PETROQUÍMICA";"15,78";"0,0";"27,47";"ABERTA";"SIM";"NÃO";"NÃO"
"BIONNOVATION";"BIONNOVATION PRODUTOS BIOMÉDICOS S.A.";"73.191.090/0001-19";"PARTICIPAÇÃO ACIONÁRIA";2009;"SAÚDE";"37,88";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BIONNOVATION";"BIONNOVATION PRODUTOS BIOMÉDICOS S.A.";"73.191.090/0001-19";"PARTICIPAÇÃO ACIONÁRIA";2008;"SAÚDE";"37,88";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BIONNOVATION";"BIONNOVATION PRODUTOS BIOMÉDICOS S.A.";"73.191.090/0001-19";"PARTICIPAÇÃO ACIONÁRIA";2007;"SAÚDE";"28,57";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BIONNOVATION";"BIONNOVATION PRODUTOS BIOMÉDICOS S.A.";"73.191.090/0001-19";"PARTICIPAÇÃO ACIONÁRIA";2006;"SAÚDE";"0,0";"0,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BLOCKBIT";"BLOCKBIT TECNOLOGIA S.A.";"31.565.267/0001-50";"PARTICIPAÇÃO ACIONÁRIA";2022;"TI - TECNOLOGIA DA INFORMAÇÃO";"23,27";"23,27";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"BLOCKBIT";"BLOCKBIT TECNOLOGIA S.A.";"31.565.267/0001-50";"PARTICIPAÇÃO ACIONÁRIA";2021;"TI - TECNOLOGIA DA INFORMAÇÃO";"23,27";"23,27";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"BLOCKBIT";"BLOCKBIT TECNOLOGIA S.A.";"31.565.267/0001-50";"PARTICIPAÇÃO ACIONÁRIA";2020;"TI - TECNOLOGIA DA INFORMAÇÃO";"23,27";"23,27";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"BLOCKBIT";"BLOCKBIT TECNOLOGIA S.A.";"31.565.267/0001-50";"PARTICIPAÇÃO ACIONÁRIA";2019;"TI - TECNOLOGIA DA INFORMAÇÃO";"23,27";"23,27";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BM&F BOVESPA";"BM&FBOVESPA S.A. BOLSA DE VALORES MERCADORIAS E FUTUROS";"09.346.601/0001-25";"PARTICIPAÇÃO ACIONÁRIA";2011;"BANCOS/SERVIÇOS FINANCEIROS";"0,42";"0,42";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BM&F BOVESPA";"BM&FBOVESPA S.A. BOLSA DE VALORES MERCADORIAS E FUTUROS";"09.346.601/0001-25";"PARTICIPAÇÃO ACIONÁRIA";2010;"BANCOS/SERVIÇOS FINANCEIROS";"0,41";"0,41";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BM&F BOVESPA";"BM&FBOVESPA S.A. BOLSA DE VALORES MERCADORIAS E FUTUROS";"09.346.601/0001-25";"PARTICIPAÇÃO ACIONÁRIA";2009;"BANCOS/SERVIÇOS FINANCEIROS";"0,41";"0,41";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BNB";"BANCO DO NORDESTE DO BRASIL S.A.";"07.237.373/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2013;"BANCOS/SERVIÇOS FINANCEIROS";"0,43";"0,0";"0,97";"ABERTA";"NÃO";"NÃO";"NÃO"
"BNB";"BANCO DO NORDESTE DO BRASIL S.A.";"07.237.373/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2012;"BANCOS/SERVIÇOS FINANCEIROS";"0,43";"0,0";"0,97";"ABERTA";"NÃO";"NÃO";"NÃO"
"BNB";"BANCO DO NORDESTE DO BRASIL S.A.";"07.237.373/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2011;"BANCOS/SERVIÇOS FINANCEIROS";"0,46";"0,03";"1,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"BNB";"BANCO DO NORDESTE DO BRASIL S.A.";"07.237.373/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2010;"BANCOS/SERVIÇOS FINANCEIROS";"0,46";"0,03";"1,01";"ABERTA";"NÃO";"NÃO";"NÃO"
"BNB";"BANCO DO NORDESTE DO BRASIL S.A.";"07.237.373/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2009;"BANCOS/SERVIÇOS FINANCEIROS";"0,49";"0,05";"1,05";"ABERTA";"NÃO";"NÃO";"NÃO"
"BNB";"BANCO DO NORDESTE DO BRASIL S.A.";"07.237.373/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2008;"BANCOS/SERVIÇOS FINANCEIROS";"0,49";"0,05";"1,05";"ABERTA";"NÃO";"NÃO";"NÃO"
"BNB";"BANCO DO NORDESTE DO BRASIL S.A.";"07.237.373/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2007;"BANCOS/SERVIÇOS FINANCEIROS";"0,54";"0,05";"1,14";"ABERTA";"NÃO";"NÃO";"NÃO"
"BNB";"BANCO DO NORDESTE DO BRASIL S.A.";"07.237.373/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2006;"BANCOS/SERVIÇOS FINANCEIROS";"0,62";"0,1";"1,27";"ABERTA";"NÃO";"NÃO";"NÃO"
"BOM GOSTO";"LATICÍNIOS BOM GOSTO S.A.";"94.679.479/0001-88";"PARTICIPAÇÃO ACIONÁRIA";2010;"ALIMENTOS/BEBIDAS";"34,59";"0,0";"84,2";"FECHADA";"SIM";"SIM";"NÃO"
"BOM GOSTO";"LATICÍNIOS BOM GOSTO S.A.";"94.679.479/0001-88";"PARTICIPAÇÃO ACIONÁRIA";2009;"ALIMENTOS/BEBIDAS";"34,59";"0,0";"96,6";"FECHADA";"SIM";"SIM";"NÃO"
"BOM GOSTO";"LATICÍNIOS BOM GOSTO S.A.";"94.679.479/0001-88";"PARTICIPAÇÃO ACIONÁRIA";2008;"ALIMENTOS/BEBIDAS";"34,59";"0,0";"96,6";"FECHADA";"SIM";"NÃO";"NÃO"
"BOM GOSTO";"LATICÍNIOS BOM GOSTO S.A.";"94.679.479/0001-88";"PARTICIPAÇÃO ACIONÁRIA";2007;"ALIMENTOS/BEBIDAS";"23,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BOM GOSTO";"LATICÍNIOS BOM GOSTO S.A.";"94.679.479/0001-88";"PARTICIPAÇÃO ACIONÁRIA";2006;"ALIMENTOS/BEBIDAS";"0,0";"0,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"BOMBRIL";"BOMBRIL S.A.";"50.564.053/0001-03";"PARTICIPAÇÃO ACIONÁRIA";2022;"BENS DE CONSUMO";"2,2";"0,0";"4,67";"ABERTA";"NÃO";"NÃO";"NÃO"
"BOMBRIL";"BOMBRIL S.A.";"50.564.053/0001-03";"PARTICIPAÇÃO ACIONÁRIA";2021;"BENS DE CONSUMO";"2,2";"0,0";"4,67";"ABERTA";"NÃO";"NÃO";"NÃO"
"BOMBRIL";"BOMBRIL S.A.";"50.564.053/0001-03";"PARTICIPAÇÃO ACIONÁRIA";2020;"BENS DE CONSUMO";"2,2";"0,0";"4,67";"ABERTA";"NÃO";"NÃO";"NÃO"
"BOMBRIL";"BOMBRIL S.A.";"50.564.053/0001-03";"PARTICIPAÇÃO ACIONÁRIA";2019;"BENS DE CONSUMO";"2,2";"0,0";"4,67";"ABERTA";"NÃO";"NÃO";"NÃO"
"BOMBRIL";"BOMBRIL S.A.";"50.564.053/0001-03";"PARTICIPAÇÃO ACIONÁRIA";2018;"BENS DE CONSUMO";"10,61";"0,0";"16,85";"ABERTA";"NÃO";"NÃO";"NÃO"
"BOMBRIL";"BOMBRIL S.A.";"50.564.053/0001-03";"PARTICIPAÇÃO ACIONÁRIA";2017;"BENS DE CONSUMO";"10,61";"0,0";"16,85";"ABERTA";"NÃO";"NÃO";"NÃO"
