"sigla";"razao_social";"cnpj";"tipo_de_ativo";"ano";"setor_de_atividade";"total_pp";"on_pp";"pn_pp";"aberta_fechada";"acordo_de_acionistas_em_vigor";"indicado_para_conselho_de_administracao";"indicado_para_conselho_fiscal"
"SOROSISTEM";"SOROSISTEM MATERIAIS COMPOSTOS S.A.";"00.469.550/0001-54";"PARTICIPAÇÃO ACIONÁRIA";2019;"BENS DE CAPITAL";"8,83";"8,83";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"SOUZA CRUZ";"SOUZA CRUZ S.A.";"33.009.911/0001-39";"PARTICIPAÇÃO ACIONÁRIA";2014;"BENS DE CONSUMO";"0,07";"0,07";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SOUZA CRUZ";"SOUZA CRUZ S.A.";"33.009.911/0001-39";"PARTICIPAÇÃO ACIONÁRIA";2013;"BENS DE CONSUMO";"0,07";"0,07";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SOUZA CRUZ";"SOUZA CRUZ S.A.";"33.009.911/0001-39";"PARTICIPAÇÃO ACIONÁRIA";2012;"BENS DE CONSUMO";"0,07";"0,07";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGER";"SPRINGER S.A.";"92.929.520/0001-00";"PARTICIPAÇÃO ACIONÁRIA";2022;"BENS DE CAPITAL";"3,33";"0,0";"13,16";"FECHADA";"NÃO";"NÃO";"NÃO"
"SPRINGER";"SPRINGER S.A.";"92.929.520/0001-00";"PARTICIPAÇÃO ACIONÁRIA";2021;"BENS DE CAPITAL";"3,33";"0,0";"13,16";"FECHADA";"NÃO";"NÃO";"NÃO"
"SPRINGER";"SPRINGER S.A.";"92.929.520/0001-00";"PARTICIPAÇÃO ACIONÁRIA";2020;"BENS DE CAPITAL";"3,33";"0,0";"13,16";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2022;"BENS DE CONSUMO";"3,62";"3,62";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2021;"BENS DE CONSUMO";"3,62";"3,62";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2020;"BENS DE CONSUMO";"3,62";"3,62";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2019;"BENS DE CONSUMO";"3,62";"3,62";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2018;"BENS DE CONSUMO";"3,62";"3,62";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2017;"BENS DE CONSUMO";"3,62";"3,62";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2016;"BENS DE CONSUMO";"3,62";"3,62";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2015;"BENS DE CONSUMO";"3,62";"3,62";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2014;"BENS DE CONSUMO";"3,62";"3,62";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2013;"BENS DE CONSUMO";"4,45";"4,45";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2012;"BENS DE CONSUMO";"4,46";"4,46";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2011;"BENS DE CONSUMO";"6,21";"6,21";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2010;"BENS DE CONSUMO";"6,21";"6,21";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2009;"BENS DE CONSUMO";"6,21";"6,21";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2008;"BENS DE CONSUMO";"5,3";"5,3";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"SPRINGS GLOBAL";"SPRINGS GLOBAL PARTICIPAÇÕES S.A.";"07.718.269/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2007;"BENS DE CONSUMO";"4,28";"4,28";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"STARA";"STARA SA IND DE IMPLEMENTOS AGRICOLAS";"91.495.499/0001-00";"PARTICIPAÇÃO ACIONÁRIA";2022;"BENS DE CAPITAL";"10,26";"10,26";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"STARA";"STARA SA IND DE IMPLEMENTOS AGRICOLAS";"91.495.499/0001-00";"PARTICIPAÇÃO ACIONÁRIA";2021;"BENS DE CAPITAL";"10,26";"10,26";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"STARA";"STARA SA IND DE IMPLEMENTOS AGRICOLAS";"91.495.499/0001-00";"PARTICIPAÇÃO ACIONÁRIA";2020;"BENS DE CAPITAL";"10,26";"10,26";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"STARA";"STARA SA IND DE IMPLEMENTOS AGRICOLAS";"91.495.499/0001-00";"PARTICIPAÇÃO ACIONÁRIA";2019;"BENS DE CAPITAL";"10,26";"10,26";"0,0";"ABERTA";"SIM";"NÃO";"NÃO"
"STARA";"STARA SA IND DE IMPLEMENTOS AGRICOLAS";"91.495.499/0001-00";"PARTICIPAÇÃO ACIONÁRIA";2018;"BENS DE CAPITAL";"10,26";"10,26";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"STARA";"STARA SA IND DE IMPLEMENTOS AGRICOLAS";"91.495.499/0001-00";"PARTICIPAÇÃO ACIONÁRIA";2017;"BENS DE CAPITAL";"10,26";"10,26";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"STARA";"STARA SA IND DE IMPLEMENTOS AGRICOLAS";"91.495.499/0001-00";"PARTICIPAÇÃO ACIONÁRIA";2016;"BENS DE CAPITAL";"10,26";"10,26";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"STARA";"STARA SA IND DE IMPLEMENTOS AGRICOLAS";"91.495.499/0001-00";"PARTICIPAÇÃO ACIONÁRIA";2015;"BENS DE CAPITAL";"10,26";"10,26";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"SUNEW";"SUNEW FILMES FOTOVOLTAICOS IMPRESSOS S.A.";"19.703.227/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2022;"ENERGIA";"27,21";"27,21";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"SUNEW";"SUNEW FILMES FOTOVOLTAICOS IMPRESSOS S.A.";"19.703.227/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2021;"ENERGIA";"27,21";"27,21";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"SUNEW";"SUNEW FILMES FOTOVOLTAICOS IMPRESSOS S.A.";"19.703.227/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2020;"ENERGIA";"27,21";"27,21";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"SUNEW";"SUNEW FILMES FOTOVOLTAICOS IMPRESSOS S.A.";"19.703.227/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2019;"ENERGIA";"30,36";"30,36";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"SUNEW";"SUNEW FILMES FOTOVOLTAICOS IMPRESSOS S.A.";"19.703.227/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2018;"TI - TECNOLOGIA DA INFORMAÇÃO";"25,74";"25,74";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"SUNEW";"SUNEW FILMES FOTOVOLTAICOS IMPRESSOS S.A.";"19.703.227/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2017;"TI - TECNOLOGIA DA INFORMAÇÃO";"25,74";"25,74";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"SUNEW";"SUNEW FILMES FOTOVOLTAICOS IMPRESSOS S.A.";"19.703.227/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2016;"TI - TECNOLOGIA DA INFORMAÇÃO";"25,45";"25,45";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"SUNEW";"SUNEW FILMES FOTOVOLTAICOS IMPRESSOS S.A.";"19.703.227/0001-21";"PARTICIPAÇÃO ACIONÁRIA";2015;"TI - TECNOLOGIA DA INFORMAÇÃO";"26,1";"26,1";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"SUZANO";"SUZANO S.A.";"16.404.287/0001-55";"PARTICIPAÇÃO ACIONÁRIA";2019;"PAPEL E CELULOSE";"11,04";"11,04";"0,0";"ABERTA";"SIM";"NÃO";"SIM"
"SUZANO";"SUZANO S.A.";"16.404.287/0001-55";"PARTICIPAÇÃO ACIONÁRIA";2018;"PAPEL E CELULOSE";"6,86";"6,86";"0,0";"ABERTA";"NÃO";"NÃO";"SIM"
"SUZANO";"SUZANO S.A.";"16.404.287/0001-55";"PARTICIPAÇÃO ACIONÁRIA";2017;"PAPEL E CELULOSE";"6,86";"6,86";"0,0";"ABERTA";"NÃO";"NÃO";"SIM"
"SUZANO";"SUZANO S.A.";"16.404.287/0001-55";"PARTICIPAÇÃO ACIONÁRIA";2016;"PAPEL E CELULOSE";"6,85";"0,0";"10,31";"ABERTA";"SIM";"NÃO";"SIM"
"SUZANO";"SUZANO S.A.";"16.404.287/0001-55";"PARTICIPAÇÃO ACIONÁRIA";2015;"PAPEL E CELULOSE";"6,85";"0,0";"10,31";"ABERTA";"SIM";"NÃO";"SIM"
"SUZANO";"SUZANO S.A.";"16.404.287/0001-55";"PARTICIPAÇÃO ACIONÁRIA";2014;"PAPEL E CELULOSE";"8,77";"0,0";"13,19";"ABERTA";"SIM";"NÃO";"NÃO"
"SUZANO";"SUZANO S.A.";"16.404.287/0001-55";"PARTICIPAÇÃO ACIONÁRIA";2013;"PAPEL E CELULOSE";"11,69";"0,0";"17,58";"ABERTA";"SIM";"NÃO";"NÃO"
"SUZANO";"SUZANO S.A.";"16.404.287/0001-55";"PARTICIPAÇÃO ACIONÁRIA";2012;"PAPEL E CELULOSE";"17,87";"0,0";"26,87";"ABERTA";"SIM";"NÃO";"NÃO"
"SUZANO";"SUZANO S.A.";"16.404.287/0001-55";"PARTICIPAÇÃO ACIONÁRIA";2011;"PAPEL E CELULOSE";"4,36";"0,0";"6,63";"ABERTA";"SIM";"NÃO";"NÃO"
"SUZANO";"SUZANO S.A.";"16.404.287/0001-55";"PARTICIPAÇÃO ACIONÁRIA";2010;"PAPEL E CELULOSE";"4,36";"0,0";"6,63";"ABERTA";"NÃO";"NÃO";"NÃO"
"SUZANO";"SUZANO S.A.";"16.404.287/0001-55";"PARTICIPAÇÃO ACIONÁRIA";2009;"PAPEL E CELULOSE";"1,86";"0,0";"2,83";"ABERTA";"NÃO";"SIM";"NÃO"
"SUZANO";"SUZANO S.A.";"16.404.287/0001-55";"PARTICIPAÇÃO ACIONÁRIA";2008;"PAPEL E CELULOSE";"1,86";"0,0";"2,83";"ABERTA";"NÃO";"NÃO";"NÃO"
"SUZANO";"SUZANO S.A.";"16.404.287/0001-55";"PARTICIPAÇÃO ACIONÁRIA";2007;"PAPEL E CELULOSE";"3,96";"0,0";"6,02";"ABERTA";"NÃO";"SIM";"NÃO"
"SUZANO";"SUZANO S.A.";"16.404.287/0001-55";"PARTICIPAÇÃO ACIONÁRIA";2006;"PAPEL E CELULOSE";"11,09";"0,0";"16,87";"ABERTA";"NÃO";"SIM";"NÃO"
"TAESA";"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.";"07.859.971/0001-30";"PARTICIPAÇÃO ACIONÁRIA";2015;"ENERGIA";"2,61";"1,4";"4,58";"ABERTA";"NÃO";"NÃO";"NÃO"
"TAESA";"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.";"07.859.971/0001-30";"PARTICIPAÇÃO ACIONÁRIA";2014;"ENERGIA";"2,61";"1,4";"4,58";"ABERTA";"NÃO";"NÃO";"NÃO"
"TAESA";"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.";"07.859.971/0001-30";"PARTICIPAÇÃO ACIONÁRIA";2013;"ENERGIA";"2,61";"1,3";"5,26";"ABERTA";"NÃO";"NÃO";"NÃO"
"TAESA";"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.";"07.859.971/0001-30";"PARTICIPAÇÃO ACIONÁRIA";2012;"ENERGIA";"2,61";"1,3";"5,26";"ABERTA";"NÃO";"NÃO";"NÃO"
"TAESA";"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.";"07.859.971/0001-30";"PARTICIPAÇÃO ACIONÁRIA";2008;"ENERGIA";"0,43";"0,19";"1,27";"ABERTA";"NÃO";"NÃO";"NÃO"
"TAESA";"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.";"07.859.971/0001-30";"PARTICIPAÇÃO ACIONÁRIA";2007;"ENERGIA";"0,57";"0,25";"1,68";"ABERTA";"NÃO";"NÃO";"NÃO"
"TAESA";"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.";"07.859.971/0001-30";"PARTICIPAÇÃO ACIONÁRIA";2006;"ENERGIA";"0,57";"0,25";"1,68";"ABERTA";"NÃO";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2022;"QUÍMICA/PETROQUÍMICA";"36,36";"0,0";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2021;"QUÍMICA/PETROQUÍMICA";"36,36";"0,0";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2020;"QUÍMICA/PETROQUÍMICA";"36,36";"0,0";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2019;"QUÍMICA/PETROQUÍMICA";"36,36";"0,0";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2018;"QUÍMICA/PETROQUÍMICA";"36,36";"0,0";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2017;"QUÍMICA/PETROQUÍMICA";"36,36";"0,0";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2016;"QUÍMICA/PETROQUÍMICA";"36,36";"0,0";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2015;"QUÍMICA/PETROQUÍMICA";"36,36";"0,0";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2014;"QUÍMICA/PETROQUÍMICA";"36,36";"0,0";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2013;"QUÍMICA/PETROQUÍMICA";"36,36";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2012;"QUÍMICA/PETROQUÍMICA";"36,36";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2011;"QUÍMICA/PETROQUÍMICA";"36,36";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2010;"QUÍMICA/PETROQUÍMICA";"36,36";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2009;"QUÍMICA/PETROQUÍMICA";"36,36";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TAUM CHEMIE";"TAUM CHEMIE INDÚSTRIA E COM. DE PRODUTOS QUÍMICOS S.A.";"07.675.201/0001-38";"PARTICIPAÇÃO ACIONÁRIA";2008;"QUÍMICA/PETROQUÍMICA";"30,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2022;"BENS DE CONSUMO";"35,3";"42,1";"1,9";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2021;"BENS DE CONSUMO";"35,3";"42,1";"1,9";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2020;"BENS DE CONSUMO";"35,3";"42,1";"1,9";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2019;"BENS DE CONSUMO";"35,3";"42,1";"1,9";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2018;"BENS DE CONSUMO";"35,3";"42,1";"1,9";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2017;"BENS DE CONSUMO";"35,3";"42,1";"1,9";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2016;"BENS DE CONSUMO";"35,32";"42,1";"1,91";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2015;"BENS DE CONSUMO";"35,32";"42,1";"1,91";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2014;"BENS DE CONSUMO";"35,32";"42,1";"1,91";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2013;"BENS DE CONSUMO";"35,32";"42,1";"1,91";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2012;"BENS DE CONSUMO";"35,32";"42,1";"1,91";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2011;"BENS DE CONSUMO";"35,32";"42,1";"1,91";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2010;"BENS DE CONSUMO";"35,0";"42,1";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2009;"BENS DE CONSUMO";"35,0";"42,1";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2008;"BENS DE CONSUMO";"35,0";"42,1";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2007;"BENS DE CONSUMO";"35,0";"42,1";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TBM";"TBM - TÊXTIL BEZERRA DE MENEZES S.A.";"07.671.092/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2006;"BENS DE CONSUMO";"35,0";"42,1";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TECNORED";"TECNORED DESENVOLVIMENTO TECNOLÓGICO S.A.";"31.605.512/0001-05";"PARTICIPAÇÃO ACIONÁRIA";2013;"SIDERURGIA/METALURGIA";"31,79";"31,79";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"TECNORED";"TECNORED DESENVOLVIMENTO TECNOLÓGICO S.A.";"31.605.512/0001-05";"PARTICIPAÇÃO ACIONÁRIA";2012;"SIDERURGIA/METALURGIA";"31,79";"31,79";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"TECNORED";"TECNORED DESENVOLVIMENTO TECNOLÓGICO S.A.";"31.605.512/0001-05";"PARTICIPAÇÃO ACIONÁRIA";2011;"SIDERURGIA/METALURGIA";"31,79";"31,79";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"TECNORED";"TECNORED DESENVOLVIMENTO TECNOLÓGICO S.A.";"31.605.512/0001-05";"PARTICIPAÇÃO ACIONÁRIA";2010;"SIDERURGIA/METALURGIA";"31,79";"31,79";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"TECNORED";"TECNORED DESENVOLVIMENTO TECNOLÓGICO S.A.";"31.605.512/0001-05";"PARTICIPAÇÃO ACIONÁRIA";2009;"SIDERURGIA/METALURGIA";"21,66";"21,66";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"TECNORED";"TECNORED DESENVOLVIMENTO TECNOLÓGICO S.A.";"31.605.512/0001-05";"PARTICIPAÇÃO ACIONÁRIA";2008;"SIDERURGIA/METALURGIA";"24,5";"24,5";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"TECNORED";"TECNORED DESENVOLVIMENTO TECNOLÓGICO S.A.";"31.605.512/0001-05";"PARTICIPAÇÃO ACIONÁRIA";2007;"SIDERURGIA/METALURGIA";"5,0";"5,0";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"TECNORED";"TECNORED DESENVOLVIMENTO TECNOLÓGICO S.A.";"31.605.512/0001-05";"PARTICIPAÇÃO ACIONÁRIA";2006;"SIDERURGIA/METALURGIA";"5,0";"5,0";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
"TECPAR";"COMPANHIA USINA TECPAR";"03.669.906/0001-91";"PARTICIPAÇÃO ACIONÁRIA";2008;"SIDERURGIA/METALURGIA";"33,33";"33,33";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TECPAR";"COMPANHIA USINA TECPAR";"03.669.906/0001-91";"PARTICIPAÇÃO ACIONÁRIA";2007;"SIDERURGIA/METALURGIA";"33,33";"33,33";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TECPAR";"COMPANHIA USINA TECPAR";"03.669.906/0001-91";"PARTICIPAÇÃO ACIONÁRIA";2006;"SIDERURGIA/METALURGIA";"33,33";"33,33";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TECSIS";"TECSIS - TECNOLOGIA E SISTEMAS AVANÇADOS S.A.";"00.469.550/0001-54";"PARTICIPAÇÃO ACIONÁRIA";2018;"BENS DE CAPITAL";"8,83";"8,83";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TECSIS";"TECSIS - TECNOLOGIA E SISTEMAS AVANÇADOS S.A.";"00.469.550/0001-54";"PARTICIPAÇÃO ACIONÁRIA";2017;"BENS DE CAPITAL";"13,58";"13,58";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"TECSIS";"TECSIS - TECNOLOGIA E SISTEMAS AVANÇADOS S.A.";"00.469.550/0001-54";"PARTICIPAÇÃO ACIONÁRIA";2016;"BENS DE CAPITAL";"31,68";"35,97";"0,0";"FECHADA";"SIM";"SIM";"NÃO"
